RowNumber,Exited,P_hat
662,0,0.23365988
663,0,0.031817541
664,0,0.08558236
665,0,0.105762125
666,0,0.033253588
667,0,0.084949811
668,0,0.030516665
669,0,0.129354071
670,0,0.160521431
671,0,0.632179206
672,0,0.061807673
673,0,0.072303709
674,0,0.075607453
675,0,0.044282837
676,0,0.093006255
677,0,0.281473244
678,1,0.209118338
679,0,0.471657554
680,0,0.210112305
681,0,0.240907784
682,0,0.269929623
683,0,0.273035704
684,0,0.450411729
685,0,0.079725844
686,1,0.25514185
687,0,0.071420842
688,1,0.572008355
689,1,0.511498358
690,0,0.260297195
691,0,0.17636244
692,0,0.235973126
693,0,0.285377382
694,0,0.03913221
695,0,0.181204172
696,0,0.170733153
697,1,0.362820028
698,1,0.550291433
699,0,0.043189061
700,0,0.111462935
701,0,0.137468353
702,0,0.114361014
703,0,0.236494348
704,0,0.04898282
705,0,0.124038514
706,1,0.3167715
707,0,0.125923237
708,0,0.177549702
709,0,0.067408328
710,0,0.220175271
711,0,0.371059477
712,0,0.290993564
713,0,0.207781108
714,0,0.370132979
715,1,0.119201064
716,0,0.090651916
717,0,0.461747668
718,0,0.254100816
719,0,0.212183064
720,0,0.126643127
721,1,0.331609017
722,1,0.160800424
723,0,0.052207259
724,0,0.28609419
725,0,0.066645167
726,0,0.12635317
727,0,0.046331712
728,0,0.028712293
729,0,0.320042474
730,1,0.576354318
731,0,0.029973286
732,0,0.080373644
733,0,0.130737558
734,1,0.372634093
735,1,0.60445251
736,0,0.109167983
737,0,0.376649455
738,0,0.075534299
739,0,0.206683037
740,0,0.142830062
741,0,0.047950559
742,0,0.029984375
743,0,0.040335206
744,1,0.446874029
745,0,0.200241594
746,0,0.059493338
747,0,0.050128063
748,0,0.460215498
749,0,0.074887296
750,0,0.247835357
751,0,0.066762184
752,0,0.591653713
753,0,0.108303038
754,0,0.288976909
755,0,0.263700269
756,0,0.101884219
757,0,0.415748223
758,0,0.041257532
759,0,0.268104619
760,0,0.258811183
761,0,0.380573896
762,1,0.243532477
763,1,0.419941542
764,0,0.201810529
765,1,0.174030526
766,0,0.157637544
767,0,0.69037608
768,1,0.673713013
769,0,0.219842746
770,1,0.498907706
771,1,0.403166678
772,0,0.124580346
773,0,0.036170006
774,0,0.167669887
775,1,0.507384776
776,0,0.05314576
777,1,0.785769493
778,1,0.096839838
779,0,0.022314918
780,0,0.236345147
781,0,0.063020479
782,0,0.056222216
783,0,0.070423699
784,0,0.175759007
785,1,0.404343089
786,0,0.060710777
787,0,0.022542606
788,0,0.192239891
789,0,0.195880548
790,0,0.137360836
791,0,0.061436756
792,0,0.111226349
793,0,0.606773769
794,0,0.182024081
795,0,0.086444515
796,0,0.262592038
797,0,0.184443881
798,0,0.276315959
799,0,0.091042546
800,0,0.278437353
801,0,0.127886404
802,0,0.305780909
803,0,0.138650564
804,0,0.045981568
805,0,0.067262591
806,1,0.306868837
807,0,0.165421893
808,0,0.338853962
809,0,0.334750431
810,0,0.271418002
811,0,0.166751668
812,0,0.337940147
813,0,0.065993808
814,1,0.072329862
815,0,0.100559096
816,0,0.07519017
817,0,0.069631804
818,1,0.561307435
819,0,0.03684859
820,0,0.336672707
821,0,0.290263115
822,0,0.239798453
823,0,0.109328233
824,1,0.543465287
825,0,0.123958097
826,0,0.107807276
827,0,0.144898348
828,0,0.162854972
829,0,0.146782359
830,0,0.215762035
831,0,0.060751869
832,0,0.105741771
833,0,0.135427379
834,0,0.133578123
835,0,0.128005722
836,0,0.156210488
837,0,0.077312982
838,0,0.516420681
839,1,0.18391468
840,0,0.188781605
841,1,0.534896903
842,0,0.192690009
843,0,0.115458071
844,1,0.249162308
845,0,0.281764769
846,0,0.36331211
847,0,0.112481266
848,0,0.285036242
849,0,0.189251586
850,0,0.032345811
851,0,0.474136281
852,1,0.631204569
853,0,0.280086483
854,0,0.112698801
855,0,0.251072494
856,0,0.100279239
857,1,0.672362844
858,0,0.069132797
859,0,0.054563716
860,1,0.5319209
861,1,0.250454633
862,1,0.232182045
863,0,0.08659854
864,0,0.129337607
865,0,0.141108794
866,0,0.085742423
867,0,0.078726135
868,1,0.480674208
869,1,0.422396128
870,0,0.055994763
871,0,0.105407457
872,1,0.54077633
873,0,0.093824722
874,0,0.071889003
875,0,0.1130553
876,0,0.314657845
877,0,0.185860735
878,0,0.108738909
879,0,0.237889414
880,0,0.17829499
881,1,0.568976946
882,1,0.255688837
883,0,0.179217827
884,1,0.404304192
885,0,0.382999742
886,0,0.021357271
887,0,0.19895904
888,0,0.072196063
889,0,0.699604298
890,0,0.172373797
891,0,0.164841064
892,0,0.108818176
893,0,0.184162929
894,1,0.173166279
895,1,0.3654758
896,0,0.095280806
897,0,0.102359744
898,0,0.251799205
899,1,0.351289006
900,0,0.174017087
901,1,0.351522681
902,0,0.060172394
903,0,0.218663053
904,0,0.102045373
905,1,0.435028188
906,1,0.131976426
907,0,0.053079677
908,1,0.461010901
909,0,0.043191303
910,0,0.050147629
911,0,0.062032103
912,0,0.291067128
913,0,0.169773735
914,0,0.186796595
915,0,0.061138383
916,0,0.251561056
917,1,0.065030273
918,0,0.190280172
919,0,0.105606899
920,0,0.20610314
921,0,0.072229034
922,1,0.49937216
923,1,0.279654767
924,0,0.077587765
925,0,0.081324015
926,0,0.191449842
927,0,0.043682852
928,0,0.150270145
929,0,0.469303364
930,0,0.117433656
931,0,0.203945691
932,0,0.163925406
933,0,0.495780705
934,1,0.055766454
935,0,0.041982732
936,0,0.086577528
937,1,0.16695043
938,0,0.286469774
939,0,0.089371908
940,0,0.248580218
941,0,0.06365805
942,0,0.127825041
943,1,0.380419746
944,0,0.297773356
945,0,0.155960698
946,0,0.04540998
947,1,0.246923313
948,1,0.118423893
949,0,0.409202017
950,1,0.458382919
951,0,0.203166253
952,0,0.237890414
953,0,0.691327437
954,0,0.085410153
955,1,0.151591944
956,0,0.384351385
957,0,0.11183622
958,0,0.393854784
959,0,0.101769935
960,0,0.115536913
961,0,0.142021808
962,0,0.163051889
963,0,0.049380097
964,1,0.57519062
965,1,0.297383968
966,0,0.157063755
967,0,0.099174938
968,0,0.157304211
969,0,0.198763212
970,0,0.604429833
971,0,0.213542133
972,0,0.019887401
973,0,0.401137793
974,0,0.103050165
975,0,0.135498993
976,0,0.097486312
977,1,0.371536381
978,0,0.22627777
979,0,0.448500605
980,0,0.328254007
981,0,0.110926048
982,0,0.549369126
983,0,0.031817798
984,1,0.414003414
985,0,0.027980783
986,0,0.086751281
987,0,0.192445275
988,1,0.173120406
989,0,0.042097196
990,1,0.476280458
991,0,0.168989118
992,0,0.098750062
993,0,0.254365994
994,0,0.159753006
995,0,0.208245203
996,0,0.023637598
997,0,0.070664684
998,0,0.324067176
999,0,0.107174829
1000,0,0.288690586
1001,0,0.502488646
1002,0,0.098137816
1003,0,0.144608366
1004,1,0.343880501
1005,0,0.248006051
1006,1,0.561371556
1007,0,0.160818254
1008,0,0.101692452
1009,1,0.243601567
1010,0,0.410105952
1011,1,0.148200096
1012,0,0.061688599
1013,0,0.048428928
1014,0,0.019327171
1015,0,0.128994952
1016,1,0.112828658
1017,0,0.358643257
1018,0,0.36304132
1019,1,0.557111472
1020,0,0.099897939
1021,1,0.353674373
1022,0,0.050679748
1023,0,0.233865652
1024,0,0.034412007
1025,0,0.134128451
1026,0,0.153524446
1027,0,0.097607976
1028,0,0.126037182
1029,0,0.031989935
1030,0,0.141554406
1031,0,0.208686446
1032,0,0.079368287
1033,0,0.052359325
1034,0,0.040328353
1035,0,0.088560972
1036,0,0.092330647
1037,0,0.134230534
1038,0,0.034038896
1039,0,0.050548871
1040,0,0.53619168
1041,0,0.426418384
1042,0,0.076589543
1043,1,0.30376936
1044,0,0.122785139
1045,0,0.113452317
1046,0,0.14509998
1047,1,0.270939906
1048,1,0.366583473
1049,0,0.148818146
1050,1,0.382287047
1051,0,0.031447119
1052,0,0.247618081
1053,0,0.351648431
1054,0,0.253392741
1055,0,0.114626887
1056,0,0.576729777
1057,0,0.099019097
1058,1,0.469353653
1059,0,0.235540425
1060,0,0.168970381
1061,0,0.476816464
1062,0,0.080657266
1063,1,0.326834471
1064,0,0.052439418
1065,0,0.022977057
1066,1,0.176773036
1067,1,0.192988625
1068,0,0.16795628
1069,1,0.410377786
1070,1,0.192593199
1071,1,0.622543251
1072,0,0.308369177
1073,0,0.029397847
1074,0,0.13597726
1075,0,0.074255881
1076,0,0.139371388
1077,0,0.133558167
1078,0,0.11548253
1079,0,0.240030661
1080,0,0.04661511
1081,0,0.210310728
1082,0,0.201637033
1083,1,0.18028389
1084,0,0.143331888
1085,0,0.046392215
1086,1,0.171164404
1087,1,0.148178225
1088,0,0.139618498
1089,0,0.014988426
1090,0,0.256137646
1091,0,0.194106576
1092,0,0.061754792
1093,1,0.090528504
1094,0,0.058687728
1095,0,0.101468749
1096,1,0.080829957
1097,1,0.201324268
1098,0,0.12468851
1099,0,0.126975561
1100,0,0.054062405
1101,0,0.122228311
1102,0,0.068308844
1103,0,0.148752387
1104,0,0.370705441
1105,0,0.070638381
1106,0,0.453574465
1107,0,0.213438809
1108,1,0.448166675
1109,0,0.306745929
1110,0,0.089857903
1111,1,0.28986274
1112,1,0.431930548
1113,0,0.332953291
1114,1,0.186281136
1115,1,0.699023392
1116,0,0.160083719
1117,0,0.068870645
1118,1,0.39749716
1119,0,0.302244378
1120,0,0.100866563
1121,0,0.198366124
1122,0,0.080050846
1123,1,0.640000381
1124,1,0.107088739
1125,1,0.120808932
1126,0,0.582551047
1127,0,0.213072266
1128,0,0.332537707
1129,0,0.216732774
1130,1,0.070675229
1131,0,0.198712038
1132,0,0.190357813
1133,0,0.051467223
1134,0,0.041135164
1135,0,0.041261256
1136,0,0.208521425
1137,0,0.015284317
1138,0,0.272624777
1139,0,0.40149592
1140,0,0.360333048
1141,1,0.279893525
1142,0,0.082898298
1143,0,0.141627264
1144,0,0.067716797
1145,1,0.19242642
1146,0,0.078077133
1147,0,0.319222385
1148,0,0.278830022
1149,0,0.044174371
1150,0,0.136192818
1151,0,0.150320383
1152,0,0.061941159
1153,0,0.23496204
1154,1,0.567041464
1155,0,0.084061603
1156,0,0.151974755
1157,0,0.110959773
1158,0,0.212476343
1159,1,0.786154908
1160,0,0.112530738
1161,1,0.125877807
1162,1,0.216361736
1163,0,0.13479892
1164,0,0.13832324
1165,0,0.103903178
1166,0,0.62951201
1167,0,0.294480063
1168,0,0.072942676
1169,0,0.11348673
1170,0,0.117355486
1171,0,0.08729227
1172,1,0.384448954
1173,0,0.286403624
1174,0,0.271349594
1175,1,0.317911375
1176,0,0.137798872
1177,0,0.094045625
1178,0,0.046743664
1179,1,0.12354093
1180,0,0.311442393
1181,0,0.038328225
1182,0,0.091289252
1183,1,0.167232694
1184,0,0.046588091
1185,0,0.500657867
1186,0,0.069178595
1187,0,0.09428618
1188,1,0.226025136
1189,0,0.123633945
1190,1,0.085594442
1191,0,0.043172412
1192,0,0.076172703
1193,1,0.649249031
1194,1,0.165159711
1195,0,0.078788353
1196,0,0.127811217
1197,0,0.191357039
1198,0,0.168111842
1199,0,0.191969582
1200,0,0.065930018
1201,0,0.190529538
1202,1,0.53333857
1203,0,0.054910005
1204,0,0.07315807
1205,0,0.092642548
1206,0,0.52601349
1207,0,0.095248446
1208,0,0.084082097
1209,0,0.205065709
1210,0,0.126118496
1211,1,0.252898658
1212,0,0.062318975
1213,1,0.173927075
1214,0,0.026984622
1215,1,0.10948605
1216,1,0.453308802
1217,0,0.041045029
1218,0,0.086600896
1219,1,0.085829093
1220,1,0.193203568
1221,0,0.147101078
1222,0,0.165200211
1223,0,0.329484524
1224,0,0.095244675
1225,0,0.455639925
1226,0,0.282835148
1227,0,0.527720061
1228,0,0.158152415
1229,0,0.212926106
1230,0,0.053016096
1231,0,0.116910345
1232,0,0.111597679
1233,1,0.472644932
1234,0,0.457953688
1235,0,0.490781515
1236,0,0.535664558
1237,0,0.115192351
1238,0,0.165981594
1239,0,0.025804033
1240,0,0.071529613
1241,0,0.066081992
1242,0,0.041666227
1243,0,0.087841349
1244,0,0.061470211
1245,0,0.472509793
1246,1,0.371382396
1247,0,0.397222319
1248,0,0.057340355
1249,0,0.041888647
1250,0,0.033308299
1251,0,0.109282315
1252,1,0.492315386
1253,0,0.418339867
1254,0,0.753934403
1255,1,0.367935936
1256,0,0.090708583
1257,0,0.223905167
1258,0,0.086098406
1259,0,0.160689662
1260,0,0.208298438
1261,1,0.183002849
1262,0,0.298218264
1263,0,0.147609267
1264,0,0.351873466
1265,0,0.039455078
1266,1,0.546746342
1267,0,0.21708127
1268,0,0.139521188
1269,0,0.385466765
1270,0,0.1220178
1271,0,0.209043167
1272,0,0.099151562
1273,0,0.464945512
1274,1,0.108681392
1275,0,0.142136247
1276,0,0.046090987
1277,1,0.325024738
1278,0,0.083008002
1279,0,0.292920546
1280,0,0.094063128
1281,0,0.019348396
1282,1,0.276378345
1283,0,0.039838618
1284,0,0.11718363
1285,0,0.279101574
1286,0,0.487486596
1287,0,0.178462841
1288,0,0.288700454
1289,0,0.213879666
1290,1,0.349761486
1291,0,0.225242522
1292,0,0.275547078
1293,0,0.08949546
1294,0,0.042210571
1295,0,0.042860958
1296,0,0.243471166
1297,0,0.227015893
1298,0,0.042144246
1299,0,0.107259529
1300,0,0.172874219
1301,0,0.20681304
1302,0,0.059800215
1303,0,0.16189587
1304,1,0.333473107
1305,0,0.188769853
1306,1,0.537235385
1307,1,0.185647518
1308,0,0.26706484
1309,0,0.044423561
1310,0,0.109383262
1311,0,0.114900669
1312,0,0.100173807
1313,1,0.077084094
1314,0,0.046926738
1315,1,0.360886899
1316,0,0.159383295
1317,0,0.045803173
1318,1,0.130168903
1319,1,0.108564486
1320,0,0.162164508
1321,0,0.140436399
1322,0,0.14426711
1323,0,0.387219766
1324,1,0.342890649
1325,0,0.070022666
1326,0,0.198674867
1327,0,0.261710334
1328,0,0.022049952
1329,1,0.645170432
1330,1,0.23660688
1331,0,0.311587163
1332,0,0.111974814
1333,0,0.066987701
1334,0,0.469079016
1335,0,0.082860281
1336,1,0.292568159
1337,0,0.199248976
1338,0,0.282358607
1339,0,0.190562841
1340,0,0.123454751
1341,1,0.105528849
1342,1,0.273520654
1343,0,0.394510034
1344,0,0.24659604
1345,1,0.505665658
1346,0,0.102895198
1347,0,0.044207893
1348,0,0.053478264
1349,0,0.050120275
1350,0,0.210965635
1351,0,0.147415819
1352,1,0.553056348
1353,1,0.281960589
1354,0,0.073833648
1355,1,0.138380489
1356,0,0.05517699
1357,0,0.141589678
1358,0,0.075808551
1359,0,0.092706362
1360,0,0.08824813
